8000178|Horrem|29
8000180|Waiblingen|29
8000181|Husum|29
8000182|Immendingen|29
8000183|Ingolstadt Hbf|29
8000185|Gifhorn|29
8000186|Iserlohn|29
8000187|Wallau(Lahn)|29
8000188|J�lich|29
8000189|Kaiserslautern Hbf|29
8000190|Kaldenkirchen|29
8000191|Karlsruhe Hbf|29
8000192|Wanne-Eickel Hbf|29
8000193|Kassel Hbf|29
8000194|Kaufbeuren|29
8000195|Kaufering|29
8000196|Warburg(Westf)|29
8000197|Kempten(Allg�u)Hbf|29
8000198|Kettwig|29
8000199|Kiel Hbf|29
8000201|Kirchenlaibach|29
8000203|Ki�legg|29
8000204|Weiden(Oberpf)|29
8000205|Kleve|29
8000206|Koblenz Hbf|29
8000207|K�ln Hbf|29
8000208|K�ln-Ehrenfeld|29
8000209|K�ln-M�lheim|29
8000210|Korbach|29
8000211|Krefeld Hbf|29
8000212|Krefeld-Oppum|29
8000213|Kreiensen|29
8000214|Kreuztal|29
8000215|Lage(Lippe)|29
8000216|Landau(Pfalz)Hbf|29
8000217|Landshut(Bay)Hbf|29
8000218|Weilburg|29
8000220|Weilheim(Oberbay)|29
8000221|Lauda|29
8000222|Lauterbach(Hess)Nord|29
8000225|Leer(Ostfriesl)|29
8000226|Lehrte|29
8000227|Letmathe|29
8000228|Lichtenfels|29
8000229|Limburg(Lahn)|29
8000230|Lindau Hbf|29
8000231|Wertheim|29
8000233|L�hne(Westf)|29
8000234|Lollar|29
8000235|Ludwigsburg|29
8000236|Ludwigshafen(Rh)Hbf|29
8000237|L�beck Hbf|29
8000238|L�neburg|29
8000239|L�nen Hbf|29
8000240|Mainz Hbf|29
8000241|Mainz-Bischofsheim|29
8000242|Wesel|29
8000243|Malsfeld|29
8000244|Mannheim Hbf|29
8000245|Westerburg|29
8000247|Marktredwitz|29
8000248|Mayen Ost|29
8000249|Memmingen|29
8000250|Wiesbaden Hbf|29
8000251|Witten Hbf|29
8000252|Minden(Westf)|29
8000253|M�nchengladbach Hbf|29
8000254|W�rth(Rhein)|29
8000255|Wolfenb�ttel|29
8000256|Rohrbach(Ilm)|29
8000257|Worms Hbf|29
8000258|M�hldorf(Oberbay)|29
8000259|M�lheim(Ruhr)Hbf|29
8000260|W�rzburg Hbf|29
8000261|M�nchen Hbf|29
8000262|M�nchen Ost|29
8000263|M�nster(Westf)Hbf|29
8000264|Mosbach-Neckarelz|29
8000265|Neckargem�nd|29
8000266|Wuppertal Hbf|29
8000267|Neuenmarkt-Wirsberg|29
8000268|Wunstorf|29
8000269|Neukirchen(b Sulzb)|29
8000271|Neum�nster|29
8000272|Neunkirchen(Saar)Hbf|29
8000273|Muldenberg Flo�platz|29
8000274|Neuss Hbf|29
8000275|Neustadt(Weinstr)Hbf|29
8000276|Neuwied|29
8000277|Nidda|29
8000278|Niederlahnstein b.Kobl. (Namensersatz Deutschland)|29
8000279|Nienburg(Weser)|29
8000280|N�rdlingen|29
8000281|Frankfurt(M)Flughafen|29
8000282|Nordstemmen|29
8000283|Northeim(Han)|29
8000284|N�rnberg Hbf|29
8000285|R�dermark-Ober Roden|29
8000286|Oberhausen Hbf|29
8000287|Oberkotzau|29
8000288|Wiesbaden-Biebrich|29
8000289|Zwickau Zentrum|29
8000290|Offenburg|29
8000291|Oldenburg(Oldb)|29
8000292|Zwickau Stadthalle|29
8000294|Osnabr�ck Hbf|29
8000295|Osterburken|29
8000297|Paderborn Hbf|29
8000298|Passau Hbf|29
8000299|Pforzheim Hbf|29
8000301|Plattling|29
8000302|Plochingen|29
8000303|Igel(Gr)|29
8000304|Quakenbr�ck|29
8000306|Rastatt|29
8000307|Recklinghausen Hbf|29
8000308|Ludwigshafen(Rhein) BASF Mitte|29
8000309|Regensburg Hbf|29
8000310|Remagen|29
8000311|Remscheid-Lennep|29
8000312|Rendsburg|29
8000313|Renningen|29
8000314|Reutlingen Hbf|29
8000315|Rheda-Wiedenbr�ck|29
8000316|Rheine|29
8000317|Rheinhausen|29
8000318|Rheydt Hbf|29
8000319|Rohrbach(Saar)|29
8000320|Rosenheim in Bayern|29
8000321|Rotenburg(W�mme)|29
8000322|Rottweil|29
8000323|Saarbr�cken Hbf|29
8000324|Boppard S�d|29
8000325|Salzgitter-Ringelheim|29
8000326|Schifferstadt|29
8000327|Wahlheim|29
8000328|Schnabelwaid|29
8000329|Schw�bisch Gm�nd|29
8000330|Schw�bisch Hall-Hessental|29
8000331|Andernach|29
8000332|Frankenthal Hbf|29
8000333|Hausach|29
8000334|J�bek|29
8000335|Leese-Stolzenau|29
8000336|Leutkirch|29
8000337|Marburg(Lahn)|29
8000338|Mindelheim|29
8000339|M�hlacker|29
8000340|Freimersheim(Rheinh)|29
8000342|Weetzen|29
8000343|Sch�neck(Vogtl) Ferienpark|29
8000344|Wittingen|29
8000346|Borken(Westf)|29
8000347|Glauburg-Stockheim|29
8000348|Stolberg(Rheinl)Hbf|29
8000349|Offenbach(Main)Hbf|29
8000350|Alsfeld(Oberhess)|29
8000351|Altenkirchen(Westerwald)|29
8000352|Bad Gandersheim|29
8000353|Balingen(W�rtt)|29
8000354|Bassum|29
8000355|Bergheim(Erft)|29
8000356|Villingen-Schwenningen Eisstadion|29
8000357|Bierbach|29
8000358|Bochum-Langendreer|29
8000359|Bodenheim|29
8000360|B�rstadt|29
8000362|Dieburg|29
8000363|Dieringhausen|29
8000364|Vienenburg|29
8000365|Domb�hl|29
8000366|Villingen(Schwarzw)|29
8000367|Duisburg-Meiderich S�d|29
8000368|Wabern(Bz Kassel)|29
8000369|Eberbach|29
8000370|Ehrang|29
8000371|Ein�d(Saar)|29
8000372|Enkenbach|29
8000373|Eppingen|29
8000374|Freinsheim|29
8000375|Gau Algesheim|29
8000376|Germersheim|29
8000377|Weinheim(Bergstr)|29
8000378|Wemmetsweiler Rathaus|29
8000379|Wittlich Hbf|29
8000380|Goldsh�fe|29
8000381|Gr�tzingen|29
8000382|Gronau(Westf)|29
8000383|Wetzlar|29
8000384|Gro�-Umstadt Wiebelsbach|29
8000385|Gunzenhausen|29
8000386|Haiger|29
8000387|Hergatz|29
8000388|Hilden|29
8000389|Hochdorf(b Horb)|29
8000390|Hochneukirch|29
8000391|Holzminden|29
8000392|Holzwickede|29
8000393|Villingen-Schwenningen Hammerstatt|29
8000400|Hungen|29
8000402|Karthaus|29
8000403|Aachen S�d(Gr)|29
8000404|Aachen West|29
8000406|Aachen-Rothe Erde|29
8000409|Kempen(Niederrhein)|29
8000410|Abensberg|29
8000412|Achern|29
8000413|Achim|29
8000414|Achmer|29
8000416|Achterwehr|29
8000418|Adelebsen|29
8000419|Adelschlag|29
8000420|Adelsdorf(Mittelfr)|29
8000423|Adelsheim Nord|29
8000424|Adelsheim Ost|29
8000427|Kirchen|29
8000430|Kaarster See|29
8000431|Affaltrach|29
8000432|Kaarst Mitte/Holzb�ttgen|29
8000433|Agatharied|29
8000434|Agathenburg|29
8000435|Kirchhain(Bz Kassel)|29
8000436|Aha|29
8000437|Ahaus|29
8000438|Kaarst IKEA|29
8000440|Schnega|29
8000441|Ahlen(Westf)|29
8000442|Ahlhorn|29
8000443|Ahlten|29
8000445|Soltendieck|29
8000446|Ahrensburg|29
8000448|Ahrweiler|29
8000449|Ahrweiler Markt|29
8000451|Aich(Niederbay)|29
8000452|Aichach|29
8000453|Freiburg Messe/Universit�t|29
8000454|Aichstetten|29
8000456|Tuttlingen Nord|29
8000457|Ahnatal Casselbreite|29
8000459|Ainring|29
8000462|M�nster-Albachten|29
8000463|Albbruck|29
8000464|Albersdorf|29
8000466|Albersweiler(Pfalz)|29
8000468|Albig|29
8000469|N�rnberg-Herrnh�tte|29
8000471|Albshausen|29
8000473|Albstadt-Ebingen|29
8000474|Albstadt-Laufen Ort|29
8000475|Albstadt-Lautlingen|29
8000477|Aldekerk|29
8000479|Kitzingen|29
8000480|Ahrensburg-Gartenholz|29
8000481|Aldingen(b Spaichingen)|29
8000482|Aletshausen|29
8000483|Alfeld(Leine)|29
8000488|Algermissen|29
8000489|Aligse|29
8000491|Altenglan|29
8000492|Allendorf(Dillkr)|29
8000493|Allendorf(Eder) Bf|29
8000495|Alfter-Impekoven|29
8000496|Allensbach|29
8000498|Allersberg(Rothsee)|29
8000499|Allmendingen|29
8000500|Alpen|29
8000501|Alpirsbach|29
8000502|Alsdorf-Annapark|29
8000503|Biblis|29
8000504|Altdorf West|29
8000505|Alsenz|29
8000506|Alsheim|29
8000507|Alsdorf-Busch|29
8000508|Altbach|29
8000509|Altdorf(b N�rnberg)|29
8000510|Alsdorf Poststra�e|29
8000511|Alte Veste|29
8000512|Hamburg Alte W�hr|29
8000513|Altena(Westf)|29
8000514|Altenahr|29
8000515|Altenau(Bay)|29
8000517|Altenbamberg|29
8000518|Altenberge|29
8000520|Felsberg-Altenbrunslar|29
8000521|Alsdorf-Kellersberg|29
8000522|Hude|29
8000524|Altenerding|29
8000525|Altenfeld(Rh�n)|29
8000526|Alteng�rs|29
8000527|Alsdorf-Mariadorf|29
8000530|Altenhasungen|29
8000532|Lennestadt-Altenhundem|29
8000533|Altenmarkt(Alz)|29
8000534|Muhr a See|29
8000537|Altenseelbach|29
8000538|Altenstadt(Hess)|29
8000539|Altenstadt(Iller)|29
8000540|Altenstadt(Waldnaab)|29
8000544|Altglash�tten-Falkau|29
8000545|Althegnenberg|29
8000546|Altheim(Hess)|29
8000547|Lauterecken-Grumbach|29
8000553|Altmorschen|29
8000555|Alt�tting|29
8000556|Altom�nster|29
8000558|Alzey S�d|29
8000559|Altshausen|29
8000561|Altst�dten(Allg�u)|29
8000562|Alttann|29
8000563|Lebach|29
8000566|Amberg|29
8000569|M�nster-Amelsb�ren|29
8000571|Lippstadt|29
8000575|Amorbach|29
8000576|Ampfing|29
8000577|Amstetten(W�rtt)|29
8000578|Hannover Anderten-Misburg|29
8000579|Angermund|29
8000580|Angersbach|29
8000582|Annweiler am Trifels|29
8000584|Anrath|29
8000585|Langenlonsheim|29
8000586|Langwedel|29
8000588|Anwanden|29
8000589|Anzefahr|29
8000590|Anzenkirchen|29
8000591|Apach(fr)|29
8000595|Nottuln-Appelh�lsen|29
8000596|Appenweier|29
8000597|Ardey|29
8000599|Arfurt(Lahn)|29
8000601|Bad M�nstereifel-Arloff|29
8000602|Armsheim|29
8000603|Arnbach b.Dachau (Namensersatz Deutschland)|29
8000605|Arnsberg(Westf)|29
8000606|Arnschwang|29
8000609|Bad Arolsen|29
8000611|Arsbeck|29
8000613|Arzberg(Oberfr)|29
8000615|Mainz-Kastel|29
8000618|Aschaffenburg Hochschule|29
8000619|Aschaffenburg S�d|29
8000621|Aschau(Chiemgau)|29
8000623|Ascheberg(Westf)|29
8000624|Aschendorf|29
8000625|Asselheim|29
8000627|Ashausen|29
8000630|Asperg|29
8000631|Neu-Edingen/Friedrichsfeld|29
8000632|Assenheim(Oberhess)|29
8000633|A�lar|29
8000634|A�ling(Oberbay)|29
8000635|Assmannshausen|29
8000638|Attendorn|29
8000640|Miltenberg|29
8000643|Au im Murgtal|29
8000644|Moers|29
8000647|Aue-Wingeshausen|29
8000649|Auerbach(b Mosbach| Baden)|29
8000652|Kirchheimbolanden|29
8000653|Aufhausen(b Erding)|29
8000655|Aufhausen(W�rtt)|29
8000657|Auggen|29
8000658|Augsburg Haunstetterstra�e|29
8000659|Augsburg Messe|29
8000660|Augsburg Morellstr.|29
8000661|Augsburg-Hochzoll|29
8000662|Augsburg-Oberhausen|29
8000663|Monsheim|29
8000664|Augustfehn|29
8000667|Montabaur|29
8000668|Aumenau|29
8000669|Aum�hle|29
8000671|Auringen-Medenbach|29
8000672|Au�enried|29
8000674|Auw an der Kyll|29
8000675|Aying|29
8000677|H�ckelhoven-Baal|29
8000678|Baar-Ebenhausen|29
8000681|Babstadt|29
8000683|Bacharach|29
8000685|Bachern|29
8000686|Bachheim|29
8000687|M�lheim(Ruhr)Styrum|29
8000688|Neufahrn(Niederbay)|29
8000689|Bad Abbach|29
8000690|Bad Aibling|29
8000691|Bad Bergzabern|29
8000694|Bad Breisig|29
8000696|Bad Aibling Kurpark|29
8000697|Bad Driburg(Westf)|29
8000698|Bad D�rkheim|29
8000701|Bad Ems|29
8000702|Bad Ems West|29
8000704|Bad Friedrichshall-Kochendorf|29
8000706|Bad Wimpfen Im Tal|29
8000707|Bad Griesbach(Schwarzwald)|29
8000708|Bad D�rkheim-Trift|29
8000710|Bad H�henstadt|29
8000711|Bad H�nningen|29
8000712|Bad Homburg|29
8000713|Bad Honnef(Rhein)|29
8000714|Bad Kissingen|29
8000715|Bad K�nig|29
8000716|Bad Kohlgrub|29
8000717|Bad Kohlgrub Kurhaus|29
8000718|Bad Krozingen|29
8000720|Neumarkt-St Veit|29
8000721|Bad Liebenzell|29
8000724|Bad Mergentheim|29
8000725|Bad M�nder(Deister)|29
8000726|Bad M�nster a Stein|29
8000727|Bad M�nstereifel|29
8000728|Bad Nauheim|29
8000729|Bad Neuenahr|29
8000730|Bad Neustadt(Saale)|29
8000731|Bad Niedernau|29
8000732|Bad Oeynhausen|29
8000733|Bad Oeynhausen S�d|29
8000734|Bad Peterstal|29
8000735|Bad Pyrmont|29
8000736|Bad Rappenau|29
8000737|Bad Reichenhall Hbf|29
8000738|Bad Reichenhall-Kir.|29
8000739|Bad Sachsa|29
8000740|Bad Salzdetfurth|29
8000741|Bad Salzhausen|29
8000742|Boppard-Bad Salzig|29
8000743|Bad Salzschlirf|29
8000744|Bad Salzuflen|29
8000745|Bad Sassendorf|29
8000746|Bad Schussenried|29
8000749|Bad Schwartau|29
8000750|Bad Sebastiansweiler-Belsen|29
8000751|Bad Segeberg|29
8000752|Bad Soden(Taunus)|29
8000753|Bad Sooden-Allendorf|29
8000754|Bad St Peter S�d|29
8000755|Bad St Peter-Ording|29
8000756|Bad Steben|29
8000757|Bad Teinach-Neubulach|29
8000758|Bad T�lz|29
8000759|Bad Salzdetfurth Solebad|29
8000760|Bad Vilbel|29
8000761|Bad Vilbel S�d|29
8000763|Bad Waldsee|29
8000764|Bad Wildungen|29
8000765|Bad Wimpfen|29
8000766|Bad Wimpfen-Hohenstadt|29
8000767|Bad Windsheim|29
8000768|Bad W�rishofen|29
8000769|Bad Wurzach|29
8000770|Bad Zwischenahn|29
8000771|Baden-Baden Haueneberstein|29
8000772|Baddeckenstedt|29
8000773|Baden(Verden)|29
8000774|Baden-Baden|29
8000775|Baden-Baden Rebland|29
8000777|Bad Rappenau Kurpark|29
8000778|B�umenheim|29
8000779|Hamburg-Allerm�he|29
8000780|Hamburg-Bahrenfeld|29
8000781|Baierbrunn|29
8000782|Baiersbronn Bf|29
8000783|Baiersdorf|29
8000784|Balbersdorf(Oberpf) (Namensersatz Deutschland)|29
8000785|Baldham|29
8000786|Balduinstein|29
8000787|Balgheim|29
8000788|Balingen S�d|29
8000789|Baiersbronn Schule|29
8000792|Baltersweiler|29
8000793|Balve|29
8000794|Bammental|29
8000796|Banteln|29
8000797|Bantorf|29
8000800|Norden|29
8000801|Bardowick|29
8000802|Barbelroth|29
8000804|Bargteheide|29
8000805|Hamburg-Barmbek|29
8000807|Barnstorf(Han)|29
8000808|Barnten|29
8000810|Barrien|29
8000812|Barsinghausen|29
8000815|Hemmoor|29
8000818|Ochsenfurt|29
8000819|Battenberg Bf|29
8000820|Battenfeld|29
8000821|Batzenh�usle|29
8000822|Batzhausen|29
8000823|Bauerbach|29
8000826|Baunach|29
8000827|Bavendorf|29
8000828|Bayerbach|29
8000830|Bayerisch Eisenstein|29
8000831|Bayerisch Gmain|29
8000832|Leverkusen Chempark|29
8000833|Bayreuth-St Georgen|29
8000834|Bayrischzell|29
8000840|Beckingen(Saar)|29
8000842|Bedburg-Hau|29
8000846|Beelen|29
8000850|Behringersdorf|29
8000851|Beienheim|29
8000853|Opladen|29
8000858|Beimerstetten|29
8000859|Malsfeld-Beisef�rth|29
8000860|Beldorf|29
8000861|Bellheim Am M�hlbuckel|29
8000862|Bellenberg|29
8000863|Bellheim Bf|29
8000864|Bad Bellingen|29
8000865|Bempflingen|29
8000869|Benediktbeuern|29
8000870|Bengel|29
8000871|Bennem�hlen|29
8000872|Bennigsen|29
8000873|Benningen(Neckar)|29
8000875|Ottweiler(Saar)|29
8000876|Pirmasens Nord|29
8000877|Bensheim-Auerbach|29
8000879|Bad Bentheim|29
8000880|Radolfzell|29
8000882|Beratzhausen|29
8000885|Berchtesgaden Hbf|29
8000887|Recklinghausen S�d|29
8000888|Bergen(Oberbay)|29
8000889|Bergenweiler|29
8000890|Berg(Pfalz)|29
8000891|Schl�chtern|29
8000892|Berghausen(b Wittgenstein)|29
8000893|Berghausen(Baden)|29
8000894|Berghausen(Pfalz)|29
8000899|Bergisch Gladbach|29
8000901|Beringerfeld|29
8000902|Bergtheim|29
8000903|Beringen Bad Bf|29
8000904|Beringhausen|29
8000905|Beringstedt|29
8000907|Bad Berleburg|29
8000908|Hamburg Berliner Tor|29
8000909|Bermatingen-Ahausen|29
8000911|Bernau a Chiemsee|29
8000913|Berne|29
8000918|Bernried|29
8000919|Bersenbr�ck|29
8000921|Berzhahn|29
8000923|Besch|29
8000925|Besigheim|29
8000926|Besseringen|29
8000927|Bestwig|29
8000928|Bettmanns�ge|29
8000932|Beuggen|29
8000933|Beuron|29
8000934|Beutelsbach|29
8000935|Bad Bevensen|29
8000941|Bexbach|29
8000942|Biberach(Baden)|29
8000943|Biberach(Ri�)|29
8000944|Biberach(Ri�) S�d|29
8000945|Bichl b.Kochel (Namensersatz Deutschland)|29
8000946|Bibel�d|29
8000948|Bickenbach(Bergstr)|29
8000951|Biebesheim|29
8000952|Biedenkopf|29
8000953|Bielefeld Ost|29
8000954|Biedenkopf-Schulzentrum|29
8000955|Bienenb�ttel|29
8000956|Bielefeld-Senne|29
8000957|Bieren-R�dinghausen|29
8000959|Bieringen|29
8000961|Dortmund-H�rde|29
8000962|Biessenhofen|29
8000963|Bietigheim(Baden)|29
8000965|Bietingen|29
8000966|Bigge|29
8000967|Bildstock|29
8000968|Bilfingen|29
8000969|Billenhausen|29
8000970|Billerbeck|29
8000971|Hamburg Billwerder-Moorfleet|29
8000973|Binau|29
8000974|Bindlach|29
8000975|Bingen-Gaulsheim|29
8000976|Bingen(Rhein) Stadt|29
8000977|Hagen-Vorhalle|29
8000978|Binolen|29
8000983|Birkelbach|29
8000984|Birkenau|29
8000985|Birkenbringhausen|29
8000986|Birkenfeld(Enz)|29
8000988|Bad Birnbach|29
8000989|Birresborn|29
8000996|Maintal West|29
8000997|Bischofswiesen|29
8000998|Bischweier|29
8000999|Bisingen|29
8001000|Bissendorf|29
8001002|Bittelbronn|29
8001003|Blaibach(Oberpf)|29
8001004|Blaichach(Allg�u)|29
8001005|Bitzfeld|29
8001006|Blankenberg(Sieg)|29
8001007|Hamburg-Blankenese|29
8001008|Blankenheim(Wald)|29
8001009|Blankenloch|29
8001013|Blaubeuren|29
8001014|Blaufelden|29
8001015|Blaustein|29
8001017|Bleibach|29
8001018|Bleichenbach(Oberh)|29
8001027|Blieskastel-Lautzkirchen|29
8001028|Blindheim|29
8001029|Blumberg-Ried�schingen|29
8001030|Blumenkamp|29
8001032|Bobenheim|29
8001033|Bobingen|29
8001034|Bobstadt|29
8001035|Bochum-Riemke|29
8001038|Bochum-Dahlhausen|29
8001039|Bochum-Ehrenfeld|29
8001043|Bockenheim-Kindenheim|29
8001045|Bockum-H�vel|29
8001046|Bodelsberg|29
8001047|Bodelshausen|29
8001048|Bodenburg|29
8001049|Bad Bodendorf|29
8001050|Bodenfelde|29
8001051|Bodenmais|29
8001052|Bad Bodenteich|29
8001054|Bodenw�hr Nord|29
8001055|B�blingen|29
8001056|B�digheim|29
8001057|B�hl-Iggelheim|29
8001058|B�hmhof|29
8001059|B�hringen-Rickelshausen|29
8001061|B�nen|29
8001063|B�r�um|29
8001065|B�sensell|29
8001066|B�sperde|29
8001069|Bogen|29
8001071|Bohmte|29
8001072|Boisheim|29
8001080|Bondorf(b Herrenberg)|29
8001081|Bonn Helmholtzstra�e|29
8001082|Bonn-Bad Godesberg|29
8001083|Bonn-Beuel|29
8001084|Bonn-Duisdorf|29
8001085|Bonn-Mehlem|29
8001086|Bonn-Oberkassel|29
8001088|Bonn-Endenich Nord|29
8001089|Bookholzberg|29
8001090|Bopfingen|29
8001091|Bonn UN Campus|29
8001092|Bordesholm|29
8001093|Borgeln|29
8001095|Borgholzhausen|29
8001096|Steinfurt-Borghorst|29
8001097|Bork(Westf)|29
8001098|Borken(Hess)|29
8001104|Borsdorf(Hess)|29
8001106|Wildeck-Bosserode|29
8001107|Bottrop-Boy|29
8001108|Bottrop-Vonderort|29
8001110|Bous(Saar)|29
8001111|Boxberg-W�lchingen|29
8001112|Brachbach|29
8001113|Brachelen|29
8001118|Brake(b Bielefeld)|29
8001119|Br�unlingen Bahnhof|29
8001120|Brake(Unterweser)|29
8001121|Brakel(H�xter)|29
8001122|Bramsche|29
8001123|Bramstedt(b Syke)|29
8001126|Brandoberndorf|29
8001129|Brannenburg|29
8001130|Braubach|29
8001131|Bretten-Ruit|29
8001132|Leun/Braunfels|29
8001134|Braunschweig-Gliesmarode|29
8001136|Bredenbek|29
8001137|Bredelar|29
8001138|Bretten Rechberg|29
8001139|Bredstedt|29
8001143|Breisach|29
8001144|Bretten Schulzentrum|29
8001147|Breitenbrunn(Schwab)|29
8001148|Breitendiel|29
8001149|Breiteng��bach|29
8001152|Bretten Stadtmitte|29
8001153|Breitscheidt(Altenkirchen| Ww)|29
8001155|Bremen Neustadt|29
8001156|Bremen-Burg|29
8001157|Bremen-Hemelingen|29
8001159|Bremen-Lesum|29
8001160|Bremen-Mahndorf|29
8001161|Bremen-Oberneuland|29
8001162|Bremen-Oslebshausen|29
8001163|Bremen-Sch�nebeck|29
8001164|Bremen-Sebaldsbr�ck|29
8001165|Bremen-St Magnus|29
8001166|Bremen-Vegesack|29
8001167|Bremen-Walle|29
8001168|Bremerhaven-Lehe|29
8001170|Bremerhaven-Wulsdorf|29
8001174|Wehr-Brennet|29
8001176|Brettorf|29
8001177|Bretzenheim(Nahe)|29
8001178|Bretzfeld|29
8001179|Krumbach(Schw)Schule|29
8001180|Breyell|29
8001182|Brilon Stadt|29
